
 Lista de Imóveis da Caixa;;Data de geração:;13/07/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787703996634 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 403, BLOCO A04 ;63.942,61;120.000,00;46.72;Não;Apartamento, 66.61 de área total, 45.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703996634
 8444432879049 ;PB ;JOAO PESSOA ;MUMBABA ;RUA APOSENTADA JOSEFA CAVALCANTE ARAUJO, N. 213, Apto 202, 1º ANDAR ;61.651,33;115.700,00;46.72;Não;Apartamento, 63.95 de área total, 42.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432879049
 8444416756019 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA ESTUDANTE DALMO BELMONT, N. 38, Apto 202, ANDAR 01 ;68.585,93;128.000,00;46.42;Não;Apartamento, 47.13 de área total, 42.24 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416756019
 8787716857395 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 202, BL27 ;70.193,42;131.000,00;46.42;Não;Apartamento, 81.15 de área total, 44.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716857395
 8444429088842 ;PB ;JOAO PESSOA ;GRAMAME ;RUA NAIR MARANHAO DE ALMEIDA, N. 112, Apto 404, ;86.013,70;160.000,00;46.25;Sim;Apartamento, 60.89 de área total, 48.55 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429088842
 8444427014892 ;PB ;JOAO PESSOA ;CRUZ DAS ARMAS ;RUA JUIZ DOMINGUES PORTO, N. 340, Apto 201, ;71.698,19;133.083,95;46.13;Não;Apartamento, 64.50 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427014892
 8555538783586 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 207, BL A20 SUBCOND A ;71.114,22;132.000,00;46.13;Não;Apartamento, 66.61 de área total, 45.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538783586
 8787706559146 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 208, BL A13 SUBCOND A ;68.959,25;128.000,00;46.13;Não;Apartamento, 0.00 de área total, 46.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706559146
 8444426808321 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA DOMINGOS JOSE DA PAIXAO, N. 1460, Apto 205, BL F ;71.652,97;133.000,00;46.13;Não;Apartamento, 64.84 de área total, 46.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426808321
 8787701246735 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA ESTUDANTE DALMO BELMONT, N. SN, Apto 204, ;69.497,99;129.000,00;46.13;Não;Apartamento, 0.00 de área total, 44.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701246735
 8787704119629 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA ESCRITOR PATATIVA DO ASSARE, N. 100, Apto 302, 2º ANDAR - BL A - LT 400 QD 29 ;68.420,50;127.000,00;46.13;Não;Apartamento, 61.88 de área total, 44.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704119629
 8787708465742 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 207, BLOCO 17 ;68.420,50;127.000,00;46.13;Não;Apartamento, 0.00 de área total, 44.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708465742
 8444434917576 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RODOVIA MINISTRO ABERLARDO JUREMA ARAUJO, N. KM 11,2, Apto 204, BL A ;82.481,26;152.305,00;45.85;Não;Apartamento, 74.66 de área total, 41.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434917576
 8787701726745 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA ESTUDANTE DALMO BELMONT, N. 145, Apto 401, ;75.817,45;140.000,00;45.85;Não;Apartamento, 60.28 de área total, 41.36 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701726745
 8787718483956 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 379, Apto 302, BL A ;78.525,22;145.000,00;45.85;Não;Apartamento, 66.92 de área total, 43.48 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718483956
 8787719896723 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ESTUDANTE ROBERTA RODRIGUES TAVARES, N. 47, Apto 305, BL A ;77.442,11;143.000,00;45.85;Não;Apartamento, 66.03 de área total, 45.70 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719896723
 8444400566355 ;PB ;JOAO PESSOA ;PLANALTO BOA ESPERANCA ;AVENIDA GOIANIA, N. 246, Apto 202, ANDAR 01 ;78.525,22;145.000,00;45.85;Não;Apartamento, 58.13 de área total, 55.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400566355
 8787711339337 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 405,  BL 20 ;62.081,14;114.000,00;45.55;Não;Apartamento, 0.00 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711339337
 8787718469643 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 330, Apto 301, BL D ;63.170,28;116.000,00;45.55;Não;Apartamento, 65.32 de área total, 43.54 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718469643
 8787701548987 ;PB ;JOAO PESSOA ;OITIZEIRO ;RUA GENERAL PEDRO GONCALVES DE MEDEIROS, N. 183, Apto 102, BL 01 ;63.714,85;117.000,00;45.55;Não;Apartamento, 67.34 de área total, 49.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701548987
 8444426212780 ;PB ;JOAO PESSOA ;CRISTO REDENTOR ;RUA ELVIRA CARNEIRO DE CARVALHO, N. 31, Apto 202, ;80.082,56;147.000,00;45.53;Não;Apartamento, 92.85 de área total, 31.60 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426212780
 8555538704961 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 208, 1º ANDAR DO BLOCO A18 DO SUBCOND. A ;77.903,43;143.000,00;45.53;Não;Apartamento, 68.42 de área total, 46.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538704961
 8787716120767 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA CARAMBOLAS, N. 255, Apto 106, TERREO ;79.537,77;146.000,00;45.53;Não;Apartamento, 83.85 de área total, 50.10 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716120767
 8444432249614 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOAQUIM ALVES BEZERRA, N. 78, Apto 401, ;78.992,99;145.000,00;45.53;Não;Apartamento, 61.58 de área total, 43.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432249614
 8787718214645 ;PB ;JOAO PESSOA ;GRAMAME ;RUA NIZA SIQUEIRA DE MELO, N. 265, Apto 106, ;84.440,79;155.000,00;45.53;Não;Apartamento, 50.39 de área total, 50.39 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718214645
 8444403898103 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA TOPOGRAFO HELY GUERRA DE ANDRADE LIM, N. 122, Apto 102, ;95.926,25;175.000,00;45.19;Não;Apartamento, 0.00 de área total, 58.64 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403898103
 8444426165811 ;PB ;JOAO PESSOA ;GRAMAME ;RUA DOUTOR AUGUSTO DE ALMEIDA FILHO, N. 120, Apto 107, BL A ;75.942,70;138.000,00;44.97;Não;Apartamento, 57.38 de área total, 40.05 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426165811
 8444426512929 ;PB ;JOAO PESSOA ;GRAMAME ;RUA DOUTOR AUGUSTO DE ALMEIDA FILHO, N. 120, Apto 103, BL C ;74.401,83;135.200,00;44.97;Não;Apartamento, 0.00 de área total, 41.31 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426512929
 8787709759430 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARLUCE BELMONT CAVALCANTE, N. 80, Apto 203A, BL 03 ;73.191,15;133.000,00;44.97;Não;Apartamento, 61.74 de área total, 43.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709759430
 8787718987873 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARIA EMILIA DE ALMEIDA WANDERLEY, N. 88, Apto 103, ;74.291,77;135.000,00;44.97;Não;Apartamento, 59.24 de área total, 41.59 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718987873
 8444417706600 ;PB ;JOAO PESSOA ;PARATIBE ;RUA TENENTE BERTO LUIZ GOMES, N. 275, Apto 202, ;73.191,15;133.000,00;44.97;Não;Apartamento, 62.60 de área total, 42.81 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417706600
 8555539293817 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 308, BLOCO A05 ;94.346,27;171.000,00;44.83;Não;Apartamento, 0.00 de área total, 46.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539293817
 8444429984040 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ALEXSANDRO FERREIRA NARCIZO, N. 412, Apto 202, 1º ANDAR ;96.111,82;174.200,00;44.83;Não;Apartamento, 71.33 de área total, 42.71 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429984040
 8787704681777 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 408, BLOCO 16 - 3º ANDAR ;88.277,22;160.000,00;44.83;Não;Apartamento, 81.83 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704681777
 8787710192090 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARLUCE BELMONT CAVALCANTE, N. 80, Apto 202B, BL 03 ;86.209,43;155.000,00;44.39;Sim;Apartamento, 50.57 de área total, 43.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710192090
 8444430072571 ;PB ;JOAO PESSOA ;ERNESTO GEISEL ;RUA VALDEMAR NAZIAZENO, N. 70, Apto 401, BLOCO F ;60.171,16;108.000,00;44.29;Não;Apartamento, 61.26 de área total, 43.07 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430072571
 8444415758301 ;PB ;JOAO PESSOA ;JOSE AMERICO DE ALMEIDA ;RUA DJANIRA BELLO FURTADO, N. 33, Apto 202, ;71.267,61;127.500,00;44.11;Não;Apartamento, 54.38 de área total, 39.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415758301
 8787715786249 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 101, BL 23 ;64.273,76;115.000,00;44.11;Não;Apartamento, 81.83 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715786249
 8787704890341 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 307, BL A07 SUBCONDOMINIO A ;76.246,82;135.000,00;43.53;Não;Apartamento, 66.61 de área total, 45.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704890341
 8444417472979 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA IMACULADA CONCEICAO, N. 170, Apto 202, VILA 202 ;73.422,86;130.000,00;43.53;Não;Apartamento, 57.00 de área total, 43.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417472979
 8444425386717 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSINALDO FLORENCIO DA SILVA, N. 103, Apto 208, BL B ;76.811,61;136.000,00;43.53;Não;Apartamento, 61.77 de área total, 42.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425386717
 8787717959310 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ARNALDO FERREIRA DA SILVA, N. 119, Apto 403, BL A ;75.895,46;134.377,89;43.53;Não;Apartamento, 0.00 de área total, 45.38 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717959310
 8444424184622 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA PROFESSOR VICENTE DE PAULA NOBREGA, N. 51, Apto 210, BL C ;85.623,96;150.000,00;42.92;Não;Apartamento, 66.87 de área total, 47.27 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424184622
 8444433735407 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA SANTA TEREZA, N. 93, Apto 301, ;85.839,88;150.378,27;42.92;Não;Apartamento, 30053.75 de área total, 46.16 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433735407
 8003600054770 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ALCIDES RIBEIRO DA SILVA, N. 38, CS 106 ;79.915,69;140.000,00;42.92;Não;Casa, 46.13 de área total, 96.13 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8003600054770
 8444418468860 ;PB ;JOAO PESSOA ;GRAMAME ;RUA PREFEITO SEVERINO ALVES DA SILVEIRA, N. 184, Apto 301, ;86.765,62;152.000,00;42.92;Não;Apartamento, 88.63 de área total, 59.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418468860
 8444433403439 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSE PIRES BEJAMIM, N. 220, Apto 202, ;88.478,10;155.000,00;42.92;Não;Apartamento, 69.00 de área total, 45.50 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433403439
 8444434231330 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOAQUIM ALVES BEZERRA, N. 262, Apto 202, BLOCO A ;85.623,96;150.000,00;42.92;Não;Apartamento, 55.69 de área total, 44.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434231330
 8555534464559 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ANTONIO CARNEIRO DE PAIVA, N. 128, Apto 202, BL A ;85.053,14;149.000,00;42.92;Não;Apartamento, 69.83 de área total, 59.16 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534464559
 8787716573443 ;PB ;JOAO PESSOA ;GRAMAME ;RUA RICARDO SOARES DE SOUZA NETO, N. 107, Apto 303, ;79.344,87;139.000,00;42.92;Não;Apartamento, 66.77 de área total, 45.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716573443
 8787718894182 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MILTON DE OLIVEIRA MELO, N. 330, Apto 304, BL C ;85.623,96;150.000,00;42.92;Não;Apartamento, 0.00 de área total, 47.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718894182
 8787720122302 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ALFREDO PEREIRA DE ALMEIDA, N. 36, Apto 305, ;85.053,14;149.000,00;42.92;Não;Apartamento, 66.54 de área total, 42.55 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720122302
 8787720832660 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ESTUDANTE ROBERTA RODRIGUES TAVARES, N. 297, Apto 106, BL A ;87.655,75;153.559,39;42.92;Não;Apartamento, 52.71 de área total, 39.94 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720832660
 8787713312517 ;PB ;JOAO PESSOA ;JARDIM VENEZA ;RUA LUIZ QUIRINO GOMES, N. 35, Apto 402, BL 04 ;62.856,87;110.000,00;42.86;Não;Apartamento, 66.56 de área total, 42.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713312517
 8444407969528 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSE GALDINO DOS SANTOS, N. 124, Apto 202, ;59.999,74;105.000,00;42.86;Não;Apartamento, 45.10 de área total, 45.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407969528
 8444426367848 ;PB ;JOAO PESSOA ;GRAMAME ;RUA DOUTOR VALDEVINO GREGORIO DE ANDRADE, N. 800, Apto 404, BL A ;58.366,92;102.142,55;42.86;Não;Apartamento, 96.49 de área total, 50.21 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426367848
 8555525837208 ;PB ;JOAO PESSOA ;OITIZEIRO ;RUA SILVIA BEZERRA GUEDES, N. 651, Apto 401, BL C VG 17 ;60.571,17;106.000,00;42.86;Não;Apartamento, 0.00 de área total, 43.62 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525837208
